"epp"|"school_year"|"BEP"|"post"|"alt"|"post_bac"|"trad"|"alt_bl"|"post_bac_bl"|"trad_bl"|"bl"|"trad_bl_prop"|"alt_ela"|"alt_g"|"alt_m"|"alt_sci"|"alt_ss"|"alt_tot"|"alt_cte"|"alt_fa"|"alt_hel"|"alt_sped"|"alt_loe"|"alt_cs"|"post_bac_fa"|"post_bac_g"|"post_bac_m"|"post_bac_sped"|"post_bac_tot"|"post_bac_ela"|"post_bac_hel"|"post_bac_loe"|"post_bac_ss"|"post_bac_sci"|"post_bac_cte"|"post_bac_cs"|"trad_ela"|"trad_fa"|"trad_g"|"trad_m"|"trad_sci"|"trad_ss"|"trad_sped"|"trad_tot"|"trad_cte"|"trad_loe"|"trad_hel"|"trad_cs"
"409"|"Tarleton State University"|2018|"Non-BEP"|0|116|4|630|11|0|100|111|0.158730158730159|1|25|3|5|4|58|0|2|1|5|0|1|0|1|0|0|2|0|0|0|0|0|1|0|4|6|126|8|1|2|13|315|32|0|23|0
"410"|"TeacherBuilder.com"|2018|"Non-BEP"|0|644|0|0|40|0|0|40|NA|40|85|12|19|16|322|28|12|25|37|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"411"|"Teachers for the 21st Century"|2018|"Non-BEP"|0|34|0|0|2|0|0|2|NA|1|1|2|2|1|17|0|0|0|7|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"412"|"Teachworthy"|2018|"Non-BEP"|0|452|0|0|10|0|0|10|NA|21|61|9|17|21|226|26|8|6|40|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"413"|"Texas A&M International University"|2018|"Non-BEP"|0|22|2|186|1|0|1|2|0.00537634408602151|4|2|1|1|0|11|0|0|0|2|0|0|0|0|1|0|1|0|0|0|0|0|0|0|5|5|39|14|0|2|13|93|0|1|13|0
"414"|"Texas A&M University"|2018|"Non-BEP"|0|60|118|1560|0|2|235|237|0.150641025641026|4|0|5|11|8|30|2|0|0|0|0|0|0|1|9|0|59|17|2|2|17|9|0|0|74|0|270|82|7|1|36|780|32|0|43|0
"415"|"Texas A&M University - Commerce"|2018|"BEP"|0|30|26|638|2|0|39|41|0.061128526645768|2|3|1|2|3|15|2|0|0|0|0|0|0|7|2|0|13|1|0|0|1|2|0|0|12|21|175|23|4|8|12|319|7|3|15|0
"416"|"Texas A&M University - Kingsville"|2018|"Non-BEP"|0|10|18|242|0|1|7|8|0.0289256198347107|1|1|0|0|0|5|0|0|0|3|0|0|1|6|1|0|9|0|0|0|0|0|0|0|4|14|60|8|5|2|4|121|2|0|15|0
"417"|"Texas A&M University - San Antonio"|2018|"Non-BEP"|0|34|2|390|1|0|5|6|0.0128205128205128|0|7|0|0|0|17|0|1|0|8|0|0|0|1|0|0|1|0|0|0|0|0|0|0|30|0|121|0|0|7|18|195|0|0|14|0
"418"|"Texas A&M University - Texarkana"|2018|"Non-BEP"|0|22|0|110|0|0|3|3|0.0272727272727273|2|4|1|1|2|11|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|39|1|1|6|2|55|0|0|0|1
"419"|"Texas Alternative Cert Pgm @ Austin"|2018|"Non-BEP"|0|2|0|0|0|0|0|0|NA|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"420"|"Texas Alternative Cert Pgm @ Brownsville"|2018|"Non-BEP"|0|168|0|0|6|0|0|6|NA|6|29|1|7|1|84|4|4|6|15|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"421"|"Texas State University"|2018|"Non-BEP"|0|18|122|1966|2|21|310|333|0.157680569684639|1|2|0|0|2|9|0|1|0|1|0|0|2|23|2|1|61|6|1|0|2|2|1|0|60|84|341|27|10|32|32|983|15|5|67|0
"422"|"Texas Tech University"|2018|"BEP"|0|36|12|1166|6|0|148|154|0.126929674099485|4|6|0|1|0|18|0|0|0|0|1|0|0|0|0|2|6|0|0|0|0|0|4|0|12|55|267|16|1|2|59|583|23|0|0|0
"423"|"Texas Wesleyan University"|2018|"Non-BEP"|0|50|10|106|0|1|12|13|0.113207547169811|2|20|1|2|0|25|0|0|0|0|0|0|0|3|0|0|5|1|0|0|0|0|0|0|2|3|29|0|1|5|0|53|0|1|0|0
"424"|"Texas Womans University"|2018|"BEP"|0|2|84|356|0|1|48|49|0.134831460674157|0|0|0|0|0|1|0|1|0|0|0|0|2|15|1|9|42|3|2|0|4|4|1|0|4|14|71|10|2|1|11|178|5|0|12|0
"425"|"The Texas Institute for Teacher Educatio"|2018|"Non-BEP"|0|222|0|0|17|0|0|17|NA|15|42|4|6|3|111|0|0|0|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"426"|"Training via E-Learning: An Alt Crt Hybr"|2018|"Non-BEP"|0|80|0|0|5|0|0|5|NA|1|14|4|1|4|40|0|4|0|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"427"|"University of Dallas"|2018|"Non-BEP"|0|2|6|10|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|2|0|3|0|0|1|0|0|0|0|0|0|4|0|0|1|0|5|0|0|0|0
"428"|"University of Houston"|2018|"Non-BEP"|0|6|22|686|0|1|21|22|0.0306122448979592|1|1|0|0|1|3|0|0|0|0|0|0|0|4|1|1|11|1|0|0|2|1|0|0|15|39|172|47|25|17|5|343|0|2|0|0
"429"|"University of Houston-Clear Lake"|2018|"Non-BEP"|0|6|20|392|0|1|44|45|0.112244897959184|0|1|0|0|1|3|0|0|0|1|0|0|0|3|0|2|10|0|0|0|2|2|0|0|3|5|99|9|5|7|20|196|0|0|0|4
"430"|"University of Houston-Downtown"|2018|"Non-BEP"|0|4|20|720|1|4|161|166|0.223611111111111|0|1|0|0|0|2|0|0|0|0|0|0|0|4|1|0|10|0|0|0|0|1|0|0|3|0|187|4|2|3|0|360|0|0|0|0
"431"|"University of Houston-Victoria"|2018|"Non-BEP"|0|12|2|198|0|0|9|9|0.0454545454545455|0|4|1|0|0|6|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|3|0|70|1|0|1|5|99|0|0|10|0
"432"|"University of North Texas"|2018|"BEP"|0|52|114|1314|4|14|189|207|0.143835616438356|3|4|0|4|6|26|4|0|0|0|1|0|3|17|2|4|57|6|0|1|5|4|1|0|41|103|190|37|16|32|32|657|5|5|7|0
"433"|"University of North Texas - Dallas"|2018|"BEP"|1|12|2|200|2|0|26|28|0.13|0|3|1|0|0|6|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|2|0|51|5|3|2|11|100|0|0|0|0
"434"|"University of Texas - Arlington"|2018|"BEP"|0|2|64|796|0|7|106|113|0.133165829145729|0|0|0|1|0|1|0|0|0|0|0|0|3|12|1|0|32|1|1|0|5|2|0|0|87|28|113|12|22|15|0|398|0|0|15|0
"435"|"University of Texas - Austin"|2018|"Non-BEP"|0|122|46|630|10|3|89|102|0.141269841269841|10|7|6|11|7|61|0|3|2|2|3|0|2|6|0|5|23|0|2|0|4|1|0|0|9|37|118|18|6|16|19|315|0|0|3|0
"436"|"University of Texas - Dallas"|2018|"BEP"|0|2|40|198|0|4|9|13|0.0454545454545455|0|0|0|1|0|1|0|0|0|0|0|0|0|5|0|0|20|6|0|0|4|1|0|0|9|0|39|8|22|12|0|99|0|0|0|0
"437"|"University of Texas - El Paso"|2018|"Non-BEP"|0|56|2|610|2|0|36|38|0.059016393442623|3|12|3|1|2|28|0|1|0|4|0|0|0|1|0|0|1|0|0|0|0|0|0|0|19|29|125|22|10|17|27|305|0|1|19|0
"438"|"University of Texas - Permian Basin"|2018|"Non-BEP"|0|54|154|110|1|4|4|9|0.0363636363636364|2|13|2|4|1|27|0|1|0|3|0|0|5|35|3|6|77|8|2|0|11|3|0|0|8|0|31|4|2|1|1|55|0|2|2|0
"439"|"University of Texas - San Antonio"|2018|"Non-BEP"|0|26|104|518|0|8|25|33|0.0482625482625483|0|5|0|4|3|13|0|0|1|0|0|0|0|17|1|9|52|6|1|1|8|1|0|0|24|31|113|14|4|14|21|259|0|2|11|0
"440"|"Urban Teachers"|2018|"Non-BEP"|0|364|0|0|60|0|0|60|NA|15|39|7|0|0|182|0|0|0|61|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"441"|"Wayland Baptist University"|2018|"Non-BEP"|0|6|10|76|0|0|0|0|0|1|1|0|1|0|3|0|0|0|0|0|0|1|1|0|1|5|0|0|0|1|1|0|0|1|3|19|2|3|3|2|38|0|1|4|0
"442"|"Weatherford College"|2018|"Non-BEP"|0|14|0|0|0|0|0|0|NA|3|0|1|2|0|7|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"443"|"Web-Centric Alternative Cert Program"|2018|"Non-BEP"|0|1078|0|0|71|0|0|71|NA|55|209|33|31|22|539|5|17|29|59|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"444"|"West Texas A&M University"|2018|"Non-BEP"|0|134|2|262|1|0|0|1|0|7|30|6|4|5|67|2|1|1|6|4|0|0|1|0|0|1|0|0|0|0|0|0|0|2|26|60|11|3|3|6|131|11|0|9|0
"445"|"Western Governors University"|2018|"Non-BEP"|0|6|6|2|0|0|0|0|0|0|3|0|0|0|3|0|0|0|0|0|0|0|1|1|0|3|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0
"446"|"Wiley College"|2018|"Non-BEP"|0|2|0|4|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|0|0|1|0
"447"|"YES PREP PUBLIC SCHOOLS INC"|2018|"Non-BEP"|0|362|0|0|39|0|0|39|NA|24|65|9|13|4|181|0|5|2|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"448"|"Abilene Christian University"|2018|"Non-BEP"|0|0|46|124|0|9|19|28|0.153225806451613|0|0|0|0|0|0|0|0|0|0|0|0|1|9|0|0|23|0|0|1|2|1|0|0|10|5|18|2|1|4|2|62|0|1|0|0
"449"|"Austin College"|2018|"Non-BEP"|0|0|42|0|0|0|0|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|0|21|3|2|2|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"450"|"Baylor University"|2018|"Non-BEP"|0|0|6|388|0|0|54|54|0.139175257731959|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|2|0|0|1|0|0|12|32|51|13|7|5|15|194|4|0|1|0
"451"|"Concordia University"|2018|"Non-BEP"|0|0|2|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|4|0|9|0|0|1|1|17|0|0|2|0
"452"|"Dallas Baptist University"|2018|"Non-BEP"|0|0|30|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|1|0|15|2|2|0|3|1|0|0|5|2|32|5|0|1|0|45|0|0|0|0
"453"|"East Texas Baptist University"|2018|"Non-BEP"|0|0|2|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|17|2|1|3|2|31|0|0|5|0
"454"|"Jarvis Christian College"|2018|"Non-BEP"|0|0|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|2|0
"455"|"Lamar University"|2018|"Non-BEP"|0|0|14|156|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|2|7|0|0|1|0|0|0|0|7|13|34|1|2|3|4|78|0|6|8|0
"456"|"LeTourneau University"|2018|"Non-BEP"|0|0|46|68|0|2|8|10|0.117647058823529|0|0|0|0|0|0|0|0|0|0|0|0|0|15|0|2|23|2|0|0|1|1|0|0|2|0|21|2|0|0|0|34|0|0|1|0
"457"|"Lubbock Christian University"|2018|"Non-BEP"|0|0|6|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|1|0|0|0|1|0|0|3|3|20|5|4|3|1|40|0|1|0|0
"458"|"Rice University"|2018|"Non-BEP"|0|0|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
"459"|"Southern Methodist University"|2018|"Non-BEP"|0|0|234|34|0|17|3|20|0.0882352941176471|0|0|0|0|0|0|0|0|0|0|0|0|3|56|5|0|117|11|1|0|10|14|0|0|3|4|6|0|0|1|0|17|0|0|0|0
"460"|"Southwestern Assemblies of God Univ"|2018|"Non-BEP"|0|0|2|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|1|17|2|0|0|0|23|0|0|2|0
"461"|"St Edwards University"|2018|"Non-BEP"|0|0|6|68|0|0|3|3|0.0441176470588235|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|3|0|0|0|0|0|0|0|3|1|15|1|0|2|9|34|0|0|0|0
"462"|"Texas A&M University - Central Texas"|2018|"Non-BEP"|0|0|36|60|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|2|18|2|0|0|3|0|0|0|1|0|22|2|0|2|3|30|0|0|0|0
"463"|"Texas A&M University - Corpus Christi"|2018|"Non-BEP"|0|0|32|228|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|1|0|16|2|0|1|1|2|0|0|5|12|57|9|3|4|9|114|0|0|15|0
"464"|"Texas Christian University"|2018|"Non-BEP"|0|0|10|230|0|0|5|5|0.0217391304347826|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|2|0|0|1|2|0|0|11|22|57|5|2|4|8|115|0|0|1|0
"465"|"Texas Lutheran University"|2018|"Non-BEP"|0|0|8|50|0|0|1|1|0.02|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|4|0|1|0|0|0|0|0|2|10|7|2|0|1|0|25|0|0|2|0
"466"|"Trinity University"|2018|"Non-BEP"|0|0|48|0|0|5|0|5|NA|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0|1|24|3|0|1|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"467"|"University of Mary Hardin-Baylor"|2018|"Non-BEP"|0|0|22|168|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|11|0|1|0|4|2|1|0|3|18|39|1|0|2|7|84|0|1|13|0
"468"|"University of Phoenix"|2018|"Non-BEP"|0|0|2|0|0|0|0|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"469"|"University of St Thomas"|2018|"Non-BEP"|0|0|8|62|0|0|7|7|0.112903225806452|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|4|2|0|0|0|0|0|0|1|0|18|3|1|1|0|31|0|0|0|0
"470"|"University of Texas - Tyler"|2018|"Non-BEP"|0|0|4|222|0|0|11|11|0.0495495495495495|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|1|0|0|0|0|0|0|18|9|54|11|3|0|1|111|0|2|2|0
"471"|"University of the Incarnate Word"|2018|"Non-BEP"|0|0|10|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|5|1|1|0|1|0|0|0|0|5|13|2|0|0|0|25|0|0|5|0
"472"|"Arlington Baptist University"|2018|"Non-BEP"|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|6|0|0|3|0|10|0|0|0|0
"473"|"Dallas Christian College"|2018|"Non-BEP"|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|0|0|0|0
"474"|"Hardin-Simmons University"|2018|"Non-BEP"|0|0|0|120|0|0|13|13|0.108333333333333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|5|17|4|4|3|1|60|0|0|3|0
"475"|"Howard Payne University"|2018|"Non-BEP"|0|0|0|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|7|15|3|0|1|0|31|0|0|2|0
"476"|"Our Lady of the Lake University"|2018|"Non-BEP"|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|8|0|0|0|0|10|0|0|0|0
"477"|"Southwestern University"|2018|"Non-BEP"|0|0|0|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|6|0|0|2|7|19|0|0|0|0
"478"|"Texas Southern University"|2018|"Non-BEP"|0|0|0|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|2|10|2|1|1|1|26|0|0|2|0
"479"|"University of Texas - Rio Grande Valley"|2018|"Non-BEP"|0|0|0|926|0|0|49|49|0.0529157667386609|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|53|206|32|26|15|28|463|0|3|25|0
"480"|"240 Certification"|2017|"Non-BEP"|0|36|0|0|4|0|0|4|NA|2|5|1|3|2|18|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"481"|"A Career in Education-ACP"|2017|"Non-BEP"|0|10|0|0|0|0|0|0|NA|0|3|0|1|0|5|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"482"|"A Career in Teaching-EPP (Corpus Christi"|2017|"Non-BEP"|0|76|0|0|2|0|0|2|NA|6|15|3|1|1|38|0|4|2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"483"|"A Career in Teaching-EPP (McAllen)"|2017|"Non-BEP"|0|66|0|0|4|0|0|4|NA|2|10|2|4|1|33|0|3|2|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"484"|"A+ Texas Teachers"|2017|"Non-BEP"|0|14876|0|2|1058|0|0|1058|0|663|2438|393|447|382|7438|235|283|268|988|152|131|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
"485"|"ACT-Houston"|2017|"Non-BEP"|0|706|0|0|51|0|0|51|NA|25|120|17|28|32|353|12|18|9|32|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"486"|"ACT-Houston at Dallas"|2017|"Non-BEP"|0|490|0|0|47|0|0|47|NA|15|86|10|16|14|245|8|12|13|17|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"487"|"ACT-Rio Grande Valley"|2017|"Non-BEP"|0|176|0|0|3|0|0|3|NA|13|17|3|5|10|88|16|11|2|5|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"488"|"Alamo Colleges"|2017|"Non-BEP"|0|44|0|0|2|0|0|2|NA|2|11|3|0|2|22|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"489"|"Alternative-South Texas Educator Program"|2017|"Non-BEP"|0|220|0|0|15|0|0|15|NA|13|24|6|11|6|110|15|5|4|6|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"490"|"Angelo State University"|2017|"Non-BEP"|0|4|40|170|0|0|0|0|0|1|0|0|0|0|2|0|0|0|0|1|0|4|5|1|1|20|1|3|1|2|1|0|1|2|4|50|3|3|7|12|85|3|1|0|0
"491"|"Austin Community College"|2017|"Non-BEP"|0|96|0|0|11|0|0|11|NA|0|13|7|2|0|48|0|0|0|14|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"492"|"Dallas Christian College"|2017|"Non-BEP"|0|4|0|10|0|0|0|0|0|0|1|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|3|0|0|1|0|5|0|0|0|0
"493"|"Dallas ISD"|2017|"Non-BEP"|0|336|0|0|54|0|0|54|NA|4|72|5|17|0|168|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"494"|"Education Career Alternatives Program"|2017|"Non-BEP"|0|754|0|0|34|0|0|34|NA|21|90|31|19|19|377|53|13|20|57|13|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"495"|"EIT: Excellence in Teaching"|2017|"Non-BEP"|0|22|0|0|2|0|0|2|NA|1|7|0|1|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"496"|"Hardin-Simmons University"|2017|"Non-BEP"|0|4|0|52|0|0|2|2|0.0384615384615385|1|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|7|6|0|2|0|26|0|0|0|0
"497"|"Harris County Department of Ed"|2017|"Non-BEP"|0|30|0|0|4|0|0|4|NA|0|7|0|4|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"498"|"Houston Baptist University"|2017|"Non-BEP"|0|18|34|82|1|1|12|14|0.146341463414634|1|3|0|1|2|9|0|0|0|0|1|0|2|4|0|2|17|3|2|0|2|1|0|0|0|3|16|2|1|0|6|41|0|0|1|0
"499"|"Houston Community College System"|2017|"Non-BEP"|0|54|0|0|5|0|0|5|NA|0|16|0|3|0|27|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"500"|"HOUSTON ISD"|2017|"Non-BEP"|0|128|0|0|11|0|0|11|NA|14|17|9|8|3|64|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"501"|"Huston-Tillotson University"|2017|"Non-BEP"|0|24|0|6|2|0|0|2|0|2|3|2|2|0|12|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|3|0|0|2|0
"502"|"Intern Teacher ACP"|2017|"Non-BEP"|0|90|0|0|22|0|0|22|NA|0|23|0|0|0|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"503"|"IteachTEXAS"|2017|"Non-BEP"|0|2590|0|0|59|0|0|59|NA|116|465|79|72|93|1295|76|45|81|176|14|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"504"|"Lone Star Colleges"|2017|"Non-BEP"|0|134|0|0|6|0|0|6|NA|1|35|4|5|8|67|2|2|0|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"505"|"McLennan Community College"|2017|"Non-BEP"|0|114|0|0|5|0|0|5|NA|4|22|2|8|4|57|4|1|2|3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"506"|"Mountain View College"|2017|"Non-BEP"|0|104|0|0|19|0|0|19|NA|1|20|3|0|4|52|0|0|1|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"507"|"North American University"|2017|"Non-BEP"|0|10|0|10|0|0|0|0|0|0|0|2|3|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|1|0|5|0|0|0|0
"508"|"PASADENA ISD"|2017|"Non-BEP"|0|134|0|0|10|0|0|10|NA|3|34|4|3|3|67|0|1|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"509"|"Prairie View A&M University"|2017|"Non-BEP"|0|14|8|66|0|0|0|0|0|1|0|0|0|1|7|0|0|2|3|0|0|0|2|0|1|4|1|0|0|0|0|0|0|1|3|19|2|1|1|4|33|0|0|2|0
"510"|"REG 01 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|154|0|0|18|0|0|18|NA|10|16|11|12|4|77|0|2|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"511"|"REG 02 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|118|0|0|7|0|0|7|NA|3|25|1|5|4|59|1|3|2|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"512"|"REG 04 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|1098|0|26|74|0|0|74|0|31|244|27|31|31|549|6|25|12|54|7|7|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|0|0|0|13|0|0|0|0
"513"|"REG 05 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|136|0|0|1|0|0|1|NA|5|23|3|2|3|68|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"514"|"REG 06 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|56|0|0|10|0|0|10|NA|2|13|0|0|1|28|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"515"|"REG 07 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|92|0|0|1|0|0|1|NA|6|16|5|3|3|46|0|2|7|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"516"|"REG 10 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|382|0|0|49|0|0|49|NA|12|48|11|8|15|191|10|18|5|10|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"517"|"REG 11 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|102|0|0|7|0|0|7|NA|3|16|3|3|7|51|0|5|1|4|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"518"|"REG 12 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|80|0|24|3|0|0|3|0|2|26|1|2|1|40|0|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|0|0|0|0|0|0|12|0|0|0|0
"519"|"REG 13 EDUCATION SERVICE CENTER"|2017|"Non-BEP"|0|694|0|26|90|0|0|90|0|10|76|11|19|7|347|85|6|1|35|4|3|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|0|0|0|13|0|0|0|0
